            exp1	            exp2	           exp10	          exp100	
         1.74045	        0.988536	         0.81081	         1.25276	
         1.23874	        0.772834	        0.834456	        0.908014	
         2.15188	         1.24971	         1.13561	         1.00867	
         1.11238	        0.889953	         1.08387	        0.929086	
        0.527613	        0.396977	        0.849884	        0.897009	
        0.258985	        0.381609	        0.554178	         1.00061	
         2.02121	         1.13465	          1.6699	        0.969434	
        0.252827	        0.357867	         0.81295	         1.03102	
         0.42024	        0.241893	        0.736831	         0.94104	
       0.0798504	        0.164245	         1.12992	        0.974907	
       0.0775209	        0.474426	        0.628046	        0.854938	
         1.73526	         1.48363	         1.72515	         1.10611	
       0.0759698	        0.135248	        0.922402	        0.868395	
        0.975961	        0.568767	        0.681382	        0.872406	
      0.00552624	        0.956291	        0.938553	          1.0505	
        0.392018	        0.269476	         1.10841	         1.01974	
        0.110092	         1.11155	        0.570037	        0.988572	
       0.0869349	        0.382018	        0.749992	         0.98868	
         1.09829	         1.19813	         1.34869	         1.16946	
         0.34038	         1.53648	         1.74059	         1.05889	
      0.00330377	       0.0577651	        0.887136	         1.01296	
        0.661962	          2.0609	         1.07485	        0.978276	
         1.05531	        0.943343	        0.700765	        0.940712	
        0.532785	         0.44386	        0.999596	        0.902277	
        0.156617	         1.05602	        0.981485	        0.979632	
         1.21606	        0.769374	         1.06777	        0.947488	
        0.459394	        0.258981	        0.758284	         1.21517	
         1.11779	         2.36113	         1.78802	         1.28062	
        0.161273	        0.147261	        0.465051	          1.0025	
         1.31637	         1.71232	         1.21525	          1.0832	
        0.726667	        0.556678	          0.5186	         1.03063	
        0.281824	        0.584111	         1.02417	        0.973781	
         1.23343	         1.12929	        0.677508	        0.919213	
         0.24189	        0.214856	        0.867055	         1.03725	
         1.16734	        0.834313	        0.877492	        0.992518	
         1.08615	        0.726941	        0.930805	        0.956293	
         1.10372	        0.682213	         1.20475	        0.830898	
        0.474289	         2.00472	         1.76142	         1.09377	
        0.836144	         1.04188	         0.90002	        0.950797	
        0.753114	         0.56365	         1.35672	         1.22519	
         3.21308	         1.68213	         0.92031	        0.961882	
        0.792911	        0.576862	         1.05607	         0.80237	
        0.886124	        0.753593	        0.623239	        0.968372	
         3.42754	         1.73108	         1.76378	        0.981567	
         1.79624	         1.14557	         0.74844	        0.900977	
        0.259236	        0.511236	        0.685507	         1.10556	
       0.0307484	         0.95314	          1.0096	        0.837942	
         3.27879	         2.06743	          1.8588	         1.09194	
          3.1401	         2.61293	        0.970003	         0.95573	
         1.10953	        0.607475	        0.730378	        0.916113	
         1.10617	         1.37948	          1.6227	         1.12269	
          1.0073	        0.717848	        0.596335	        0.917228	
         2.44017	         1.90456	          1.2783	         1.09607	
        0.418856	         2.38287	         1.68392	        0.932475	
         4.93061	         2.61419	         1.21246	         1.12001	
        0.927001	        0.878777	        0.754867	         1.05782	
         1.61906	         1.20618	         1.89622	         1.23357	
         4.78062	         2.66406	         1.54551	         1.18068	
        0.561425	        0.594965	         1.24892	         1.08436	
         1.71759	         1.93423	         1.52384	         1.12339	
        0.647226	        0.996438	        0.981915	         1.13074	
          3.3177	         1.79814	         1.48075	         1.15192	
        0.194809	        0.226237	         1.09962	         1.17252	
        0.250091	        0.400102	        0.988223	        0.943718	
         3.72273	         2.63584	         1.16393	        0.979338	
        0.190701	        0.447638	        0.844548	        0.959089	
        0.963436	        0.636418	         1.37889	          1.1789	
        0.322603	        0.733909	         1.15974	        0.998217	
        0.637825	         0.33281	        0.751407	        0.941328	
        0.193465	       0.0993351	         1.06528	        0.930281	
        0.850013	        0.461897	        0.622937	        0.982137	
         1.41678	        0.757065	        0.538731	        0.969716	
         0.01973	         0.19642	        0.548849	        0.984678	
         1.97057	         1.59034	         1.13776	         1.01092	
         2.07922	         2.22421	         1.50787	          1.0711	
        0.140041	         0.26394	        0.701175	        0.949958	
        0.373372	        0.202452	        0.674667	        0.926035	
         1.21747	        0.649853	         1.15922	         1.02753	
        0.246202	        0.770762	         1.55191	         1.07691	
         1.40642	         1.11164	         1.06924	         1.13878	
         2.90218	         1.46982	         1.02378	        0.939641	
        0.949168	        0.532485	        0.620459	         1.02705	
        0.647982	        0.974603	        0.861911	         1.11239	
       0.0945063	        0.517306	         1.09649	        0.931533	
        0.292963	        0.230953	        0.671765	         1.02437	
        0.214007	        0.127147	         1.01011	        0.983978	
         1.02932	        0.690416	         1.14435	         1.07929	
        0.542598	        0.374707	         1.09747	        0.949867	
       0.0338133	        0.087721	        0.828334	        0.979371	
         1.69609	        0.900134	         1.30476	        0.915932	
        0.310169	        0.461047	        0.910465	        0.769407	
          2.0113	         1.21402	         1.37392	        0.890795	
        0.483319	         1.21493	         0.89427	        0.912646	
         1.87466	         1.32484	         1.12408	         1.09677	
        0.266299	        0.188166	         1.04134	        0.927145	
       0.0827864	         0.20073	        0.460454	         1.07108	
       0.0195238	        0.293416	        0.415888	        0.931302	
